
Perfect Digital Audio Extraction



Each CD drive reads audio discs slightly out (a number of samples), if your CD drive supports 'Accurate Stream' it will be a constant value, this value tends to be the same for each particular make and model of CD Drive. A small number of drives have [Purged] as the offset, these drives were found not to have a constant drive offset (perhaps different manufacturing batches, or firmwares), as such they have been removed from AccurateRip's drive database (should you have one of these drives, 3 matching key disks will be required to configure AccurateRip).?
This list contains submitted drive read offsets in a format compatible with dBpowerAMP Music Converter (dMC) and Exact Audio Copy (EAC). Contribute your offset by easily configuring AccurateRip on your CD drives - www.accuraterip.com?

Information: JLMS drives are listed as Lite-ON,?? HL-DT-ST as LG Electronics? &? Matshita as Panasonic

CD Drive	Correction Offset	Submitted By	Percentage Agree
PLEXTOR - BDDVDR PX-B310U	+6	33	100%
PLEXTOR - BDDVDR PX-B320SA	+6	72	100%
PLEXTOR - BDDVDRPX-B330SA	+702	1	100%
PLEXTOR - CD-R PREMIUM-G	+30	1	100%
PLEXTOR - CD-R PREMIUM2	+30	1126	100%
PLEXTOR - CD-R PREMIUM	+30	1452	100%
PLEXTOR - CD-R PX-230A	+738	457	100%
PLEXTOR - CD-R PX-240A	+6	122	100%
PLEXTOR - CD-R PX-320A	+686	78	100%
PLEXTOR - CD-R PX-R412C	+355	7	100%
PLEXTOR - CD-R PX-R820T	+355	16	100%
PLEXTOR - CD-R PX-S2410T	+685	16	100%
PLEXTOR - CD-R PX-S88T	+98	29	100%
PLEXTOR - CD-R PX-W1210A	+99	364	100%
PLEXTOR - CD-R PX-W1210S	+98	136	100%
PLEXTOR - CD-R PX-W124TS	+943	39	100%
PLEXTOR - CD-R PX-W1610A	+99	174	100%
PLEXTOR - CD-R PX-W2410A	+686	412	100%
PLEXTOR - CD-R PX-W4012A	+98	402	100%
PLEXTOR - CD-R PX-W4012S	+98	34	100%
PLEXTOR - CD-R PX-W4220T	+355	10	100%
PLEXTOR - CD-R PX-W4824A	+98	510	100%
PLEXTOR - CD-R PX-W5224A	+30	357	100%
PLEXTOR - CD-R PX-W8220T	+355	7	100%
PLEXTOR - CD-R PX-W8432T	+355	94	100%
PLEXTOR - CD-ROM PX-12CS	+681	3	100%
PLEXTOR - CD-ROM PX-12TS	+681	5	100%
PLEXTOR - CD-ROM PX-20TS	+681	37	100%
PLEXTOR - CD-ROM PX-32CS	+679	9	100%
PLEXTOR - CD-ROM PX-32TS	+679	115	100%
PLEXTOR - CD-ROM PX-40TS	+676	454	100%
PLEXTOR - CD-ROM PX-40TSUW	+676	1	100%
PLEXTOR - CD-ROM PX-40TW	+676	83	100%
PLEXTOR - CD-ROM PX-54TA	+12	56	100%
PLEXTOR - CD-ROM PX-8XCS	+681	3	100%
PLEXTOR - DVD-ROM PX-106A	+6	9	100%
PLEXTOR - DVD-ROM PX-116A2	+102	150	100%
PLEXTOR - DVD-ROM PX-116A3	+691	56	100%
PLEXTOR - DVD-ROM PX-116A	+691	67	100%
PLEXTOR - DVD-ROM PX-130	+738	2	100%
PLEXTOR - DVD-ROM PX-130A	+738	536	100%
PLEXTOR - DVD-RW PX-608U	+48	10	100%
PLEXTOR - DVDR PX-608CU	+48	80	100%
PLEXTOR - DVDR PX-716A	+12	1	100%
PLEXTOR - DVDR PX-504A	+48	57	100%
PLEXTOR - DVDR PX-608AL	+48	23	100%
PLEXTOR - DVDR PX-610U	+6	14	100%
PLEXTOR - DVDR PX-704A	+30	1	100%
PLEXTOR - DVDR PX-708A2	+30	18	100%
PLEXTOR - DVDR PX-708A	+30	978	100%
PLEXTOR - DVDR PX-708R	+30	1	100%
PLEXTOR - DVDR PX-712A	+30	794	100%
PLEXTOR - DVDR PX-714A	+30	3	100%
PLEXTOR - DVDR PX-716A	+30	2223	100%
PLEXTOR - DVDR PX-716AL	+30	171	100%
PLEXTOR - DVDR PX-740A	+618	428	100%
PLEXTOR - DVDR PX-750A	+102	357	100%
PLEXTOR - DVDR PX-751A	+102	14	100%
PLEXTOR - DVDR PX-755A	+30	815	100%
PLEXTOR - DVDR PX-760A	+30	1484	100%
PLEXTOR - DVDR PX-800A	+48	416	100%
PLEXTOR - DVDR PX-806SA	+6	28	100%
PLEXTOR - DVDR PX-810SA	+48	507	100%
PLEXTOR - DVDR PX-810UF	+667	94	100%
PLEXTOR - DVDR PX-820A	+48	66	100%
PLEXTOR - DVDR PX-820SA	+48	159	100%
PLEXTOR - DVDR PX-825A	+48	1	100%
PLEXTOR - DVDR PX-830SA	+96	88	100%
PLEXTOR - DVDR PX-840U	+6	1	100%
PLEXTOR - DVDR PX-850A	+6	28	100%
PLEXTOR - DVDR PX-850SA	+6	39	100%
PLEXTOR - DVDR PX-860A	+96	33	100%
PLEXTOR - DVDR PX-860SA	+96	24	100%
PLEXTOR - DVDR PX-870A	+6	42	100%
PLEXTOR - DVDR PX-880SA	+6	588	100%
PLEXTOR - DVDR PX-880U	+6	57	100%
PLEXTOR - DVDR PX-880UE	+6	11	100%
PLEXTOR - DVDR PX-890SA	+6	5	100%
PLEXTOR - DVDR PX-891SA	+6	1	100%
PLEXTOR - DVDR PX-B300SA	+667	20	100%
PLEXTOR - DVDR PX-L611U	+6	15	100%
PLEXTOR - DVDR PX-L871A	+6	10	100%
PLEXTOR - DVDR PX-L890SA	+6	416	100%
PLEXTOR - DVDR PX-L890UE	+6	88	100%
PLEXTOR - DVDR PX-Q840U	+6	32	100%
PLEXTOR - DVDR PX-750A	0	3	100%
PLEXTOR - DVDR PX-806SA	+6	1	100%
PLEXTOR - DVDR PX-820SA	0	3	100%
PLEXTOR - PX-716A	+6	1	100%
Plextor - PX-W4012A	0	14	100%
Polaroid - BurnMAX40	+12	1	100%
Polaroid - BurnMAX40EX	+12	1	100%
Polaroid - BurnMAX48	+12	3	100%
Polaroid - BurnMAX52	+6	1	100%
QPS - CD-R PX-W1210A	+99	1	100%
QPS - CD-R PX-W8432T	+355	2	100%
QPS - CD-W512EB	+685	1	100%
QPS - CD-W516EB	+685	1	100%
QPS - CRD-BP1500P	+688	2	100%
QSI - CD-ROM SCR-242	-1164	11	100%
QSI - CDRW-DVD SBW-241	+733	50	100%
QSI - CDRW-DVD SBW-243	+6	11	100%
QSI - CDRW-DVD SBW242B	+6	18	100%
QSI - CDRW-DVD SBW242C	+6	62	100%
QSI - CDRWDVD SBW-245	+6	1	100%
QSI - DVD+-RW SDW-082	+1292	29	100%
QSI - DVD+-RW SDW-082K	+1292	4	100%
QSI - DVD+-RW SDW-082S	+1292	9	100%
QSI - DVD+-RW SDW-085	+6	7	100%
QSI - DVD-CDRW SBW-081	+733	11	100%
QSI - DVD-CDRW SBW-161	+733	16	100%
QSI - DVD-RAM SDW-086	+6	22	100%
QSI - DVD-ROM SDR-081	+564	13	100%
QSI - DVD-ROM SDR-083	-582	5	100%
QSI - DVD-ROM TDR-085	-1164	1	100%
QSI - DVDRW SDW-041	+1292	17	100%
QSI - DVDRW SDW-042	+1292	6	100%
RICOH - CD-R-RW MP7040A	+685	2	100%
RICOH - CD-R-RW MP7060A	+685	1	100%
RICOH - CD-R-RW MP7060S	+685	4	100%
RICOH - CD-R-RW MP7063A	+97	2	100%
RICOH - CD-R-RW MP7080A	+97	5	100%
RICOH - CD-R-RW MP7083A	+97	8	100%
RICOH - CD-R-RW MP7120A	+97	5	100%
RICOH - CD-R-RW MP7125A	+97	4	100%
RICOH - CD-R-RW MP7163A	+97	12	100%
RICOH - CD-R-RW MP7200A	+97	26	100%
RICOH - CD-R-RW MP7240A	+97	2	100%
RICOH - CD-R-RW RW7040A	+685	1	100%
RICOH - CD-RW MP7320A	+97	6	100%
RICOH - CD-RW MP7400A	+97	2	100%
RICOH - DVD+RW MP5120	+120	2	100%
RICOH - DVD+RW MP5125	+120	15	100%
RICOH - DVD+RW MP5240	+91	28	100%
RICOH - DVD+RW MP5240A	+91	11	100%
RICOH - DVD+RW MP5316DAG	+48	5	100%
RICOH - DVD-CDRW MP9060	+708	6	100%
RICOH - DVD-CDRW MP9120	+708	6	100%
RICOH - DVD-CDRW MP9200	+708	7	100%
RICOH - MP6201S	+87	1	100%
SAMSUNG - CD-R-RW SW-208B	+86	3	100%
SAMSUNG - CD-R-RW SW-212B	+733	4	100%
SAMSUNG - CD-R-RW SW-216B	+97	20	100%
SAMSUNG - CD-R-RW SW-224B	+12	18	100%
SAMSUNG - CD-R-RW SW-232B	+97	19	100%
SAMSUNG - CD-R-RW SW-240B	+97	65	100%
SAMSUNG - CD-R-RW SW-248B	+733	15	100%
SAMSUNG - CD-R-RW SW-248F	+97	97	100%
SAMSUNG - CD-R-RW SW-252B	+97	58	100%
SAMSUNG - CD-R-RW SW-252F	+145	68	100%
SAMSUNG - CD-R-RW SW-252S	+6	169	100%
SAMSUNG - CD-R-RW SW-408B	+97	11	100%
SAMSUNG - CD-ROM SC-140	+976	3	100%
SAMSUNG - CD-ROM SC-140B	+682	13	100%
SAMSUNG - CD-ROM SC-140C	+600	21	100%
SAMSUNG - CD-ROM SC-140F	+976	2	100%
SAMSUNG - CD-ROM SC-148	+600	5	60%
SAMSUNG - CD-ROM SC-148A	+12	119	100%
SAMSUNG - CD-ROM SC-148B	+682	2	100%
SAMSUNG - CD-ROM SC-148C	+600	103	100%
SAMSUNG - CD-ROM SC-148S	+975	1	100%
SAMSUNG - CD-ROM SC-148T	+600	3	100%
SAMSUNG - CD-ROM SC-152A	+691	28	100%
SAMSUNG - CD-ROM SC-152B	+600	1	100%
SAMSUNG - CD-ROM SC-152C	+600	15	100%
SAMSUNG - CD-ROM SC-152G	+691	23	100%
SAMSUNG - CD-ROM SC-152L	+600	47	100%
SAMSUNG - CD-ROM SCR-2430	-494	1	100%
SAMSUNG - CD-ROM SCR-3231	+974	1	100%
SAMSUNG - CD-ROM SCR-3232	+686	6	100%
SAMSUNG - CD-ROM SH-152A	+12	24	100%
SAMSUNG - CD-ROM SN-124	+564	43	100%
SAMSUNG - CDRW-DVD SM-308B	+120	57	100%
SAMSUNG - CDRW-DVD SM-316B	+120	5	100%
SAMSUNG - CDRW-DVD SM-332B	+120	54	100%
SAMSUNG - CDRW-DVD SM-348B	+6	101	100%
SAMSUNG - CDRW-DVD SM-352B	+6	129	100%
SAMSUNG - CDRW-DVD SM-352F	+6	76	100%
SAMSUNG - CDRW-DVD SM-352N	+6	21	100%
SAMSUNG - CDRW-DVD SM-408B	+120	2	100%
SAMSUNG - CDRW-DVD SN-308B	+120	9	100%
SAMSUNG - CDRW-DVD SN-324B	+120	65	100%
SAMSUNG - CDRW-DVD SN-324F	+6	68	100%
SAMSUNG - CDRW-DVD SN-324S	+6	63	100%
SAMSUNG - CDRW-DVD SU-324B	+6	10	100%
SAMSUNG - CDRW-DVD SU-408B	+120	6	100%
SAMSUNG - COMBO SM-304B	+120	4	100%
SAMSUNG - DVD R-RW SH-W08A	+116	20	100%
SAMSUNG - DVD R-RW SR-W04B	+48	1	100%
SAMSUNG - DVD-ROM SD-604	+116	1	100%
SAMSUNG - DVD-ROM SD-606F	+116	1	100%
SAMSUNG - DVD-ROM SD-608	+704	1	100%
SAMSUNG - DVD-ROM SD-612	+704	26	100%
SAMSUNG - DVD-ROM SD-612S	+1182	13	100%
SAMSUNG - DVD-ROM SD-616	+1292	38	100%
SAMSUNG - DVD-ROM SD-616E	+12	352	100%
SAMSUNG - DVD-ROM SD-616F	+1182	74	100%
SAMSUNG - DVD-ROM SD-616Q	+12	89	100%
SAMSUNG - DVD-ROM SD-616T	+1182	237	100%
SAMSUNG - DVD-ROM SD-816B	+12	31	100%
SAMSUNG - DVDWBD SH-B083A	+6	19	100%
SAMSUNG - DVDWBD SH-B083L	+6	178	100%
SANYO - CRD-S372B	+694	1	100%
SATA - ASUS BR-04B2T	+696	1	100%
SATA - ASUS DRW-1814	+6	6	100%
SATA - ASUS DRW-2014	+6	6	100%
SATA - ASUS DRW-20B1	+6	1	100%
SATA - ASUS DRW-24B1	+6	1	100%
SATA - ASUS DVD-E818	+6	1	100%
SATA - ATAPI DVD A D	+6	3	100%
SATA - ATAPI DVD D D	+6	1	100%
SATA - ATAPI iHAS120	+6	1	100%
SATA - ATAPI iHAS322	+6	1	100%
SATA - ATAPI iHAS324	+6	3	66%
SATA - ATAPI iHAS424	+6	1	100%
SATA - ATAPI iHBS112	+6	1	100%
SATA - ATAPI iHDS118	+6	1	100%
SATA - ATAPI iHOS104	+696	1	100%
SATA - BD-RE GGW-H20L	+667	1	100%
SATA - BENQ DVD DD D	+618	1	100%
SATA - CD-DVDW SH-S183L	+6	1	100%
SATA - DVD RW AW-G170S	+48	1	100%
SATA - DVDR PX-755A	+30	1	100%
SATA - DVDRAM GH20NS15	+667	1	100%
SATA - DVDRW SATA 20X	+6	1	100%
SATA - DVDRW 18X18X12X	+6	1	100%
SATA - LG ElectronicsBD-RE B	+667	6	100%
SATA - LG ElectronicsBD-RE G	+667	8	100%
SATA - LG ElectronicsBD-RE W	+667	2	100%
SATA - LG ElectronicsBDDVDRW	+667	6	100%
SATA - LG ElectronicsDVD-RAM	+102	12	100%
SATA - LG ElectronicsDVDRAM G	+667	30	100%
SATA - LITE-ON COMBO SH	+6	1	100%
SATA - LITE-ON DVD SOHD	+6	1	100%
SATA - LITE-ON DVDRW LH	+6	6	100%
SATA - Optiarc BD-ROM B	+79	1	100%
SATA - Optiarc DVD RW A	+48	13	100%
SATA - Optiarc DVD+-RW	+48	1	100%
SATA - PIONEER BD-ROM	+667	2	100%
SATA - PIONEER DVR-213N	+6	1	100%
SATA - PLDS DVD+-RW	+6	3	100%
SATA - SONY BD-ROM B	+79	1	100%
SATA - SONY CD-RW C	+6	1	100%
SATA - SONY DVD RW D	+12	1	100%
SATA - SONY DVD-ROM	+12	2	100%
SATA - TSSTcorpCD-DVDW	+6	8	100%
SATA - TSSTcorpCDDVDW S	+6	49	100%
SATA - TSSTcorpCDDVDW T	+6	1	100%
SATA - TSSTcorpDVD-ROM	+6	5	100%
SATA-DVD - DROM6316	+6	33	100%
SHARK - 52X CD-ROM	+12	1	100%
slimtype - eTDU108 1	+6	41	100%
Slimtype - BD E DL4ETS	+6	17	100%
Slimtype - BD E DS4E1S	+6	107	100%
Slimtype - BD E DS6E2SH	+6	9	100%
Slimtype - BD E DS4E1S	+6	8	100%
Slimtype - COMBO LSC-24081	+6	9	100%
Slimtype - COMBO LSC-24081M	+6	7	100%
Slimtype - COMBO LSC-24082K	+6	44	100%
Slimtype - COMBO SOSC-2483K	+6	15	100%
Slimtype - DVD A DC8A2SH	+6	1	100%
Slimtype - DVD A DP-8A4SH	+6	1	100%
Slimtype - DVD A DS8A1H	+594	141	100%
Slimtype - DVD A DS8A1P	+594	216	100%
Slimtype - DVD A DS8A2L-A	+6	16	100%
Slimtype - DVD A DS8A2L	+6	7	100%
Slimtype - DVD A DS8A2S-A	+6	7	100%
Slimtype - DVD A DS8A2S	+6	77	100%
Slimtype - DVD A DS8A3L	+6	4	100%
Slimtype - DVD A DS8A3S	+6	136	100%
Slimtype - DVD A DS8A4L	+6	2	100%
Slimtype - DVD A DS8A4S	+6	50	100%
Slimtype - DVD A DS8A4SH	+6	57	100%
Slimtype - DVD A DS8A5L	+6	1	100%
Slimtype - DVD A DS8A5S	+6	21	100%
Slimtype - DVD A DS8A5SH	+6	108	100%
Slimtype - DVD A DS8A8SH	+6	9	100%
Slimtype - DVD A DS8AZH	+594	51	100%
Slimtype - DVD A DS8AZP	+594	5	100%
Slimtype - DVD A DS8A1H	0	1	100%
Slimtype - DVD A DS8A2S	+6	7	100%
Slimtype - DVD A DS8A3S	+6	13	100%
Slimtype - DVD A DS8A4S	+6	66	100%
Slimtype - DVD A DS8A4SH	+6	1	100%
Slimtype - DVD A DS8A5SH	+6	16	100%
Slimtype - DVD A DU8A2S	+6	1	100%
Slimtype - DVD A DU8A3S	+6	1	100%
Slimtype - DVD C DS24CZP	+6	2	100%
Slimtype - DVDRW SDW-431S	+12	11	100%
Slimtype - DVDRW SLW-831S	+6	19	100%
Slimtype - DVDRW SOSW-833S	+6	96	100%
Slimtype - DVDRW SOSW-852S	+12	60	100%
Slimtype - DVDRW SSM-8515S	+594	91	100%
Slimtype - DVDRW SSM-85H5S	+594	12	100%
Slimtype - DVDRW SSW-8015S	+594	18	100%
Slimtype - eNAU108 5	+6	5	100%
Slimtype - eNAU508 5	+6	4	100%
Slimtype - eNAU608 5	+6	29	100%
Slimtype - eSAU108 2	+6	24	100%
slimtype - eSAU108 3	+6	6	100%
Slimtype - eSAU108 4	+6	14	100%
Slimtype - eSAU108 5	+6	2	100%
Slimtype - eSAU208 2	+6	57	100%
slimtype - eSAU208 3	+6	22	100%
Slimtype - eSAU208 4	+6	5	100%
Slimtype - eTAU108 1	+6	39	100%
Slimtype - eTAU108 2	+6	27	100%
Slimtype - eTAU208 1	+6	10	100%
Slimtype - eTAU208 2	+6	5	100%
slimtype - Top Load DVDROM	+6	1	100%
SONY - BD RW BDX-S500U	+48	11	100%
SONY - BD RW BDX-S600U	+48	5	100%
SONY - BD RW BWU-500S	+6	24	100%
SONY - BD-ROM BDU-X10S	+79	71	100%
SONY - BDRW BWU-100A	+102	6	100%
SONY - BDRW BWU-200S	+102	10	100%
SONY - BDRW BWU-300S	+102	4	100%
SONY - CD-ROM CDU5231	+691	11	100%
SONY - CD-ROM CDU4821	+12	4	100%
SONY - CD-ROM CDU5211	+600	42	100%
SONY - CD-ROM CDU5212	+12	4	100%
SONY - CD-ROM CDU5215	+12	7	100%
SONY - CD-ROM CDU5221	+12	49	100%
SONY - CD-ROM CDU5225	+6	12	100%
SONY - CD-ROM CDU5232	+6	2	100%
SONY - CD-ROM CDU5261	+691	1	100%
SONY - CD-ROM CDU701-25	+564	1	100%
SONY - CD-ROM CDU701	+564	8	100%
SONY - CD-ROM CDU711	+99	2	100%
SONY - CD-RW CRX100E	+1160	19	100%
SONY - CD-RW CRX10U	+572	3	100%
SONY - CD-RW CRX120E	+1160	8	100%
SONY - CD-RW CRX140E	+572	89	100%
SONY - CD-RW CRX140S	+572	4	100%
SONY - CD-RW CRX145E	+572	10	100%
SONY - CD-RW CRX145S	+572	1	100%
SONY - CD-RW CRX160E	+572	40	100%
SONY - CD-RW CRX160S	+572	2	100%
SONY - CD-RW CRX168B	+6	2	100%
SONY - CD-RW CRX175A1	+12	47	100%
SONY - CD-RW CRX175A	+120	9	100%
SONY - CD-RW CRX175E2	+97	7	100%
SONY - CD-RW CRX175E	+120	22	100%
SONY - CD-RW CRX185E1	+12	13	100%
SONY - CD-RW CRX185E3	+12	7	100%
SONY - CD-RW CRX195E1	+12	46	100%
SONY - CD-RW CRX210E1	+6	92	100%
SONY - CD-RW CRX215E1	+6	28	100%
SONY - CD-RW CRX215E5	+733	6	100%
SONY - CD-RW CRX216E	+6	87	100%
SONY - CD-RW CRX217E	+6	60	100%
SONY - CD-RW CRX220E1	+6	84	100%
SONY - CD-RW CRX225E	+6	38	100%
SONY - CD-RW CRX230E	+6	101	100%
SONY - CD-RW CRX230ED	+6	118	100%
SONY - CD-RW CRX230EE	+6	72	100%
SONY - CD-RW CRX300E	+6	59	100%
SONY - CD-RW CRX320E	+6	101	100%
SONY - CD-RW CRX320EE	+6	82	100%
SONY - CD-RW CRX700E	+572	17	100%
SONY - CD-RW CRX810E	+120	16	100%
SONY - CD-RW CRX820E	+120	4	100%
SONY - CD-RW CRX830E	+6	26	100%
SONY - CD-RW CRX835E	+6	10	100%
SONY - CD-RW CRX85A	+120	1	100%
SONY - CD-RW CRXP-90MU	+120	1	100%
SONY - CD-RW MPD-AP20U	+120	4	100%
SONY - CD-RW CRX0811	+688	19	100%
SONY - CD-RW CRX1611	+690	23	100%
SONY - CD-RW CRX230ED	+6	1	100%
SONY - CDRW-DVD CRX330E	+6	14	100%
SONY - CDRW-DVD CRX830E	+6	62	100%
SONY - CDRW-DVD CRX835E	+6	39	100%
SONY - CDRWDVD CRX310EE	+6	44	100%
SONY - CDRWDVD CRX310S	+6	30	100%
SONY - CDRWDVD CRX850E	+6	7	100%
SONY - CDRWDVD CRX880A	+6	63	100%
SONY - CDRWDVD CRX960A	+6	2	100%
SONY - CDU4811	-1164	12	100%
SONY - CDU5211	+600	10	100%
SONY - DVD RW AD-7200A	+48	3	100%
SONY - DVD RW AD-7200S	+48	6	100%
SONY - DVD RW AD-7220S	+6	1	100%
SONY - DVD RW AD-7240S	+48	24	100%
SONY - DVD RW AD-7260S	+48	21	100%
SONY - DVD RW AD-7280S	+48	1	100%
SONY - DVD RW AW-G170A	+48	245	100%
SONY - DVD RW AW-G170S	+48	62	100%
SONY - DVD RW AW-G540A	+48	70	100%
SONY - DVD RW AW-G630A	+48	10	100%
SONY - DVD RW AW-G910A	+48	8	100%
SONY - DVD RW AW-Q160A	+6	2	100%
SONY - DVD RW AW-Q170A	+48	103	100%
SONY - DVD RW AW-Q540A	+48	3	100%
SONY - DVD RW DRU-180A	+6	19	100%
SONY - DVD RW DRU-190A	+6	77	100%
SONY - DVD RW DRU-190S	+6	83	100%
SONY - DVD RW DRU-500A	+120	183	100%
SONY - DVD RW DRU-510A	+120	275	100%
SONY - DVD RW DRU-530A	+689	94	100%
SONY - DVD RW DRU-540A	+691	14	100%
SONY - DVD RW DRU-700A	+12	170	100%
SONY - DVD RW DRU-710A	+12	271	100%
SONY - DVD RW DRU-720A	+12	153	100%
SONY - DVD RW DRU-800A	+12	190	100%
SONY - DVD RW DRU-810A	+618	300	100%
SONY - DVD RW DRU-820A	+102	237	100%
SONY - DVD RW DRU-830A	+6	263	100%
SONY - DVD RW DRU-835A	+6	22	100%
SONY - DVD RW DRU-840A	+6	198	100%
SONY - DVD RW DRU-842A	+48	31	100%
SONY - DVD RW DRU-845S	+6	11	100%
SONY - DVD RW DRU-860A	+6	2	100%
SONY - DVD RW DRU-860S	+6	21	100%
SONY - DVD RW DRU-865S	+6	36	100%
SONY - DVD RW DRU-870S	+48	48	100%
SONY - DVD RW DRU-875S	+48	15	100%
SONY - DVD RW DRU-880S	+48	34	100%
SONY - DVD RW DRU-V200A	+48	43	100%
SONY - DVD RW DRU-V200S	+48	59	100%
SONY - DVD RW DRU-V202A	+48	4	100%
SONY - DVD RW DRU-V204A	+48	15	100%
SONY - DVD RW DRX-S70U	[Purged]		
SONY - DVD RW DRX-S90U	+48	4	100%
SONY - DVD RW DW-D150A	+48	32	100%
SONY - DVD RW DW-D18A	+12	27	100%
SONY - DVD RW DW-D22A	+12	118	100%
SONY - DVD RW DW-D23A	+12	19	100%
SONY - DVD RW DW-D26A	+12	40	100%
SONY - DVD RW DW-D56A	+12	60	100%
SONY - DVD RW DW-G120A	+6	149	100%
SONY - DVD RW DW-G121A	+6	54	100%
SONY - DVD RW DW-G520A	+594	39	100%
SONY - DVD RW DW-G521A	+594	4	100%
SONY - DVD RW DW-Q120A	+6	108	100%
SONY - DVD RW DW-Q28A	+12	110	100%
SONY - DVD RW DW-Q30A	+6	125	100%
SONY - DVD RW DW-Q31A	+6	72	100%
SONY - DVD RW DW-Q520A	+594	23	100%
SONY - DVD RW DW-Q58A	+6	58	100%
SONY - DVD RW DW-Q78A	+6	5	100%
SONY - DVD RW DW-U12A	+120	53	100%
SONY - DVD RW DW-U14A	+120	57	100%
SONY - DVD RW DW-U18A	+12	47	100%
SONY - DVD RW DW-U50A	+120	24	100%
SONY - DVD RW DW-U54A	+120	8	100%
SONY - DVD RW DW-U55A	+120	18	100%
SONY - DVD+-RW AW-Q160S	+6	26	100%
SONY - DVD+-RW DW-D56A	+12	118	100%
SONY - DVD+-RW DW-Q58A	+6	279	100%
SONY - DVD+RW DRU-120A	+120	2	100%
SONY - DVD+RW DW-P50A	+120	25	100%
SONY - DVD+RW DW-R56A	+12	16	100%
SONY - DVD-ROM DDU1211	+594	5	100%
SONY - DVD-ROM DDU1611	+594	15	100%
SONY - DVD-ROM DDU1612	+12	375	100%
SONY - DVD-ROM DDU1613	+12	79	100%
SONY - DVD-ROM DDU1615	+6	714	100%
SONY - DVD-ROM DDU1615S	+6	89	100%
SONY - DVD-ROM DDU1622	+12	34	100%
SONY - DVD-ROM DDU1632	+6	14	100%
SONY - DVD-ROM DDU1642	+6	4	100%
SONY - DVD-ROM DDU1678A	+6	1	100%
SONY - DVD-ROM DDU1681S	+6	3	100%
SONY - DVD-ROM DDU220E	+564	1	100%
SONY - DVD-ROM DDU810A	+6	22	100%
SUPERA - DSM-6S165P	+6	4	100%
TDK - CDRW121032	+99	15	100%
TDK - CDRW121032A	+97	6	100%
TDK - CDRW161040	+99	4	100%
TDK - CDRW161040X	+688	8	100%
TDK - CDRW161040XA	+688	2	100%
TDK - CDRW241040B	+12	27	100%
TDK - CDRW241040UEX	+688	1	100%
TDK - CDRW241040X	+688	12	100%
TDK - CDRW321040B	+12	16	100%
TDK - CDRW321040X	+688	13	100%
TDK - CDRW401240B	+12	19	100%
TDK - CDRW401248B	+12	3	100%
TDK - CDRW401248UEX	+688	7	100%
TDK - CDRW4800B	+6	84	100%
TDK - CDRW4800D	+6	2	100%
TDK - CDRW481648UED	+12	4	100%
TDK - CDRW482448BC	+6	5	100%
TDK - CDRW5200B	+6	48	100%
TDK - CDRW5200D	+6	1	100%
TDK - CDRW5201B	+6	5	100%
TDK - CDRW5210UEB	+6	5	100%
TDK - CDRW522432UED	+6	3	100%
TDK - CDRW522448UED	+6	5	100%
TDK - CDRW8432	+355	2	50%
TDK - DVDRW0404N	+48	59	100%
TDK - DVDRW1280B	+12	10	100%
TDK - DVDRW1616N	+48	17	100%
TDK - DVDRW420N	+48	16	100%
TDK - DVDRW840G	+30	24	100%
TDK - DVDRW880N	+48	23	100%
TDK - DVDRW882N	+48	3	100%
TEAC - BD-C24S-A	+667	3	100%
TEAC - BD-C24SS-A	+6	3	100%
TEAC - CD-210PU	+678	5	100%
TEAC - CD-220EA	+684	3	100%
TEAC - CD-224E-B	+534	9	100%
TEAC - CD-224E-BA	+678	7	100%
TEAC - CD-224E-C	+678	3	100%
TEAC - CD-224E-R	+6	2	100%
TEAC - CD-224S-R	+6	3	100%
TEAC - CD-5010A	+6	2	100%
TEAC - CD-524E	+668	1	100%
TEAC - CD-524EA-B	+684	1	100%
TEAC - CD-532E-A	+96	9	100%
TEAC - CD-532E-B	+684	37	100%
TEAC - CD-532E	+96	6	100%
TEAC - CD-540E	-496	111	100%
TEAC - CD-552E	+12	8	100%
TEAC - CD-552G	+12	5	100%
TEAC - CD-552GA	+6	8	100%
TEAC - CD-552GB	+6	1	100%
TEAC - CD-58E	+935	1	100%
TEAC - CD-R55S	+688	9	100%
TEAC - CD-ROM CD-224E-N	+102	5	100%
TEAC - CD-ROM CD-516S	+680	1	100%
TEAC - CD-ROM CD-532S	+92	30	100%
TEAC - CD-W216E	+685	8	100%
TEAC - CD-W224E	+685	20	100%
TEAC - CD-W224EA	+685	9	100%
TEAC - CD-W28E	+685	14	100%
TEAC - CD-W512EB	+685	57	100%
TEAC - CD-W512SB	+685	12	100%
TEAC - CD-W516EB	+685	51	100%
TEAC - CD-W516EC	+685	3	100%
TEAC - CD-W540E	+686	202	100%
TEAC - CD-W548E	+12	17	100%
TEAC - CD-W54E	+685	82	100%
TEAC - CD-W552DA	+6	26	100%
TEAC - CD-W552E	+6	130	100%
TEAC - CD-W552EL	+6	1	100%
TEAC - CD-W552G	+6	43	100%
TEAC - CD-W552GB	+6	14	100%
TEAC - CD-W552GC	+6	5	100%
TEAC - CD-W58E	+685	74	100%
TEAC - CDRWDVD DW224EV	+102	7	100%
TEAC - CDRWDVD DW224SLR	+102	17	100%
TEAC - DV-18E	+102	11	100%
TEAC - DV-28E-B	+102	5	100%
TEAC - DV-28E-C	+102	4	100%
TEAC - DV-28E-N	+102	5	100%
TEAC - DV-28E-R	+102	1	100%
TEAC - DV-28E-V	+6	6	100%
